Alfabet,Title,Description,Mamfaat Pemeriksaan
T,Telekonsultasi Dokter Spesialis Penyakit Dalam,,Silahkan cek email anda untuk mendapatkan kata sandi baru
T,Telekonsultasi Dokter Obgyn,,Silahkan cek email anda untuk mendapatkan kata sandi baru
T,Telekonsultasi Dokter Spesialis Patologi Klinik,,Silahkan cek email anda untuk mendapatkan kata sandi baru
T,Telekonsultasi GP,,Silahkan cek email anda untuk mendapatkan kata sandi baru
T,Telekonsultasi Dokter Spesialis Kesehatan Olahraga,,Silahkan cek email anda untuk mendapatkan kata sandi baru
T,Telekonsultasi Dokter Spesialis Jantung,,Silahkan cek email anda untuk mendapatkan kata sandi baru
T,Tekanan Darah,,Silahkan cek email anda untuk mendapatkan kata sandi baru
T,Telekonsultasi Dokter Spesialis Gizi Klinik,,Silahkan cek email anda untuk mendapatkan kata sandi baru
T,TEG,"Tromboelastografi (TEG) adalah metode pengujian efisiensi pembekuan darah, terutama digunakan dalam operasi dan anestesiologi, resusitasi di IGD, ICU, dan ruang persalinan","Menilai risiko hemoragik atau trombotik dengan mengukur laju pembentukan bekuan, kekuatan dan stabilitas bekuan; efek trombosit, faktor koagulasi dan interaksi seluler"
T,Tanda Vital,,Silahkan cek email anda untuk mendapatkan kata sandi baru
T,"T3 Reverse, LC/MS/MS","Pemeriksaan untuk mengukur reverse T3, reverse T3 merupakan hormon tiroid yang dihasilkan oleh kelenjar tiroid. Pemeriksaan ini dilakukan dengan sampel darah yang diambil dari vena","pemeriksaan rT3 berguna untuk mengevaluasi fungsi kelenjar tiroid, dan mendeteksi gangguan dari kelenjar tiroid"
T,TB-PCR,"Mycobacterium tuberculosis complex yang terdiri dari M. tuberculosis, M. bovis, M. canettii, M. microti, M. africanum, dan M. Pinnipedii umumnya menyebabkan tuberkulosis paru, tetapi dapat pula menyerang sistem pencernaan, sistem saraf pusat, sistem limpa, sistem peredaran darah, tulang, sendi, dan kulit. Tuberkulosis ditularkan melalui udara saat batuk maupun bersin.","Pemeriksaan MTB-DNA (Real Time PCR) adalah suatu metode untuk mendeteksi DNA bakteri penyebab tuberkulosis, yaitu bakteri Mycobacterium tuberculosis"
T,TBG,"Thyroid Binding Globulin (TBG) diproduksi di hati dan merupakan protein yang bersirkulasi yang secara reversibel mengikat hormon tiroid3,5,3'-triiodothyronine (T3) dan thyroxine (T4) dan membawanya dalam aliran darah",Bersama dengan pemeriksaan fungsi tiroi untuk menegtahui penyebab kelainan tiroid termasuk hipotiroid dan hipertiroid
T,Tacrolimus,"Tacrolimus merupakan imunosupresan yang digunakan pada transplantasi ginjal, hati, dan sumsum tulang. Tacrolimus 10-100 kali lebih poten dari siklosporin. ","Manfaat imunosupresan tersebut tampaknya terkait dengan fungsi sel T-helper dan sekresi limfokin yang menurunkan produksi interleukin. Seperti halnya siklosporin, toksisitas ginjal dan gagal ginjal dapat merupakan komplikasi tacrolimus yang parah. Pemeriksaan lain untuk menentukan fungsi ginjal seperti klirens kreatinin sebaiknya dilakukan bersamaan dengan penentuan konsentrasi tacrolimus. Untuk mencegah nefrotoksisitas berlebihan, maka tacrolimus sebaiknya tidak digunakan simultan dengan siklosporin. Pemeriksaan TDM Tacrolimus digunakan untuk memantau kecukupan dosis dalam penanganan imunosupresan untuk transplan organ. Tacrolimus digunakan untuk mencegah penolakan organ pada waktu transplantasi organ."
T,T4 (Total),"Pemeriksaan T4 (total) merupakan pemeriksaan menggunakan sampel darah yang diambil dari pembuluh darah vena di lengan untuk mengukur konsentrasi thyroxine (T4) dalam bentuk bebas (tidak terikat dengan protein) dan terikat dengan protein dalam darah.

Thyroxine (T4) adalah salah satu dari dua hormon utama yang dihasilkan oleh kelenjar tiroid. Hormon tiroid utama lainnya disebut triiodothyronine (T3). T4 dan T3 secara bersama-sama mempunyai fungsi untuk mengatur metabolisme tubuh. Hampir sebagian besar T4 ditemukan dalam bentuk terikat dengan protein di dalam darah. Sisanya dalam jumlah kecil tidak terikat dengan protein yang disebut sebagai free T4, dan merupakan bentuk aktif biologis dari hormon.",Membantu evaluasi fungsi kelenjar tiroid; membantu diagnosis gangguan tiroid; sebagai uji saring hipotiroidisme pada bayi baru lahir; memantau efektivitas pengobatan gangguan tiroid.
T,Talium (Ti) Urine,Salah satu jenis logam berat yang digunakan dalam industri seperti minyak dan gas,Biomonitoring pajanan Talium
T,T3 (Total),"Pemeriksaan T3 (total) merupakan pemeriksaan menggunakan sampel darah yang diambil dari pembuluh darah vena di lengan untuk mengukur konsentrasi triiodothyronine (T3) dalam bentuk bebas (tidak terikat dengan protein) dan terikat dengan protein dalam darah.

Triiodothyronine (T3) adalah salah satu dari dua hormon utama yang dihasilkan oleh kelenjar tiroid. Hormon tiroid utama lainnya disebut thyroxine (T4). T3 dan T4 secara bersama-sama mempunyai fungsi untuk mengatur metabolisme tubuh. Hampir sebagian besar T3 ditemukan dalam bentuk terikat dengan protein di dalam darah. Sisanya dalam jumlah kecil tidak terikat dengan protein yang disebut sebagai free T3, dan merupakan bentuk aktif biologis dari hormon.","Membantu evaluasi fungsi kelenjar tiroid; mendiagnosis gangguan tiroid, termasuk hipertiroidisme, dan menentukan penyebabnya; memantau efektivitas pengobatan gangguan tiroid."
S,Systemic Sclerosis Profile,"Pemeriksaan Systemic Sclerosis Profile (SSc profile) adalah pemeriksaan yang dapat mendeteksi 13 antibodi untuk membedakan jenis - jenis Systemic Sclerosis. Adapun jenis autoantibodi yang dapat dideteksi adalah sebagai berikut :
Diffuse SSc : Scl-70, RP11, RP115, Fibrillarin
Limited SSc : CENP-A, CENP-B, Th/To, NOR90
Overlap syndrome : PM-Scl-75, PM-Scl-100, Ku","Membedakan jenis-jenis Systemic Sclerosis. Systemic sclerosis terdiri dari 2 tipe, yaitu limited cutaneous SSc dan diffuse cutaneous SSc. Tipe systemic sclerosis penting untuk diketahui karena berkaitan dengan perbedaan jenis penyakit yang seringkali menyebabkan komplikasi. Pada diffuse cutanous SSc, prevalensi penyakit yang paling tinggi adalah fibrosis paru-paru, kardiak, GI, dan renal sebagai penyebab kematian. Sementara pada limited cutanous SSc, prevalensi paling tinggi adalah Pulmonary Arterial Hypertension (PAH), kanker, dan atherosclerosis.
Jenis penyakit systemic sclerosis perlu dibedakan pada tahap awal diagnosis untuk mengetahui progresivitas dan juga kemungkinan komorbiditas di masa yang akan datang. Hal ini dapat didukung dengan pemeriksaan SSc Profile."
S,Strongyloides IgG Antibody,"Strongyloides stercoralis adalah nematoda parasit yang ditemukan di daerah tropis dan subtropis. Karena kepadatan larva yang rendah dalam feses, pemeriksaan tinja adalah tes diagnostik yang relatif tidak sensitif; deteksi antibodi menawarkan peningkatan sensitivitas. Pasien dengan infeksi laten yang tertekan kekebalan atau menerima terapi imunosupresif berisiko mengalami hiperinfeksi yang mengancam jiwa.",Bantuan dalam diagnosis strongyloides. Namun hasil positif pada pasien dari daerah endemis mungkin tidak mewakili infeksi aktif.
S,Striated Muscle Antibody With Reflex To Titer,,Silahkan cek email anda untuk mendapatkan kata sandi baru
S,"Streptococcus pneumoniae Antigens, Urine",,Silahkan cek email anda untuk mendapatkan kata sandi baru
S,Striational Total  Autoabs,Kehadiran antibodi striasional dikaitkan dengan penyakit yang lebih parah di semua subkelompok MG.,Deteksi antibodi striasional memberikan informasi klinis yang lebih spesifik dan berguna pada pasien MG
S,Stero Pro Child,,Silahkan cek email anda untuk mendapatkan kata sandi baru
S,"Streptococcus pneumoniae Antibody (IgG) (14 Serotype) , MAID","Streptococcus pneumoniae dapat menyebabkan pneumonia, infeksi telinga, meningitis, dan bakteremia.",Pemeriksaan antibodi S. pneumoniae berguna dalam mengevaluasi paparan organisme sebelumnya atau respons terhadap vaksinasi.
S,Stero Pro Female,,Silahkan cek email anda untuk mendapatkan kata sandi baru
S,Subtipe Limfosit (CD4 & CD8),"Sel CD4 adalah jenis sel darah putih atau limfosit yang merupakan bagian penting dari sistem kekebalan tubuh disebut sebagai sel-T.  Sel T-8 (CD8) adalah sel ‘penekan’, yang mengakhiri tanggapan kekebalan. Sel CD8 juga disebut sebagai sel ‘pembunuh’, karena sel tersebut membunuh sel kanker atau sel yang terinfeksi virus.","Pemeriksaan CD4 dan CD8 dilakukan untuk mengetahui status imun dan perkembangan penyakit pada seseorang yang terinfeksi HIV. Sel CD4 merupakan target utama HIV, sehingga jumlah sel CD4 akan berkurang jika terjadi infeksi HIV. "
S,Stero Pro (LC-MS/MS),"panel pemeriksaan hormon steroid untuk wanita dan anak-anak yang terdiri dari 17-OH Progesteron, Testosteron dan Androstenedion yang dikerjakan secara panel dengan menggunakan metode LC-MS/MS","1. Pemeriksaan ini dapat dilakukan untuk evaluasi mengetahui sumber gangguan hormonal
dan baseline melakukan terapi
2. Tes konfirmasi CAH setelah skrining neonatus pada bayi baru lahir untuk meminimalisasi
hasil positif palsu
3. Bayi dengan tanda-tanda insufisiensi adrenal (hipotensi, muntah, demam, hipoglikemia dan
hiperkalemia) atau ambiguous genitalia
4. Diagnosis congenital adrenal hyperplasia pada pasien simptomatik dan untuk monitor
efektivitas terapi replacement kortisol pada pasien
5. Evaluasi keadaan hirsutism, infertilitas dan/atau hermaproditisme pada pasien wanita
dengan kemungkinan defisiensi 21-hydroxylase
6. Diagnosa PCOS dan Cushing Syndrome"
S,Soluble Transferrin Receptor,"Soluble transferrin receptor (sTfR) merupakan petanda klinis dari aktivitas eritropoietik dan sensitif terhadap perubahan status besi serum, tidak dipengaruhi inflamasi dan infeksi.",Mengetahui status defisiensi besi yang 
S,SRP Autoantibodies,"Antibodi anti-sinyal pengenalan partikel (SRP) digunakan sebagai penanda serologis miopati nekrotikans, yang ditandai oleh banyak serat otot nekrotik dan regeneratif tanpa atau dengan infiltrasi sel inflamasi minimal.",Menunjang diagnosis inflammatory myositis
S,Status Anti oksidan Total,Total antioksidan dalam tubuh,pemeriksaan untuk mengukur  kapasitas dan aktivitas total antioksidan yang terdapat dalam tubu
S,sPMA (Urine),"S-Phenylmercapturic acid (S-PMA) adalah metabolit benzena yang digunakan sebagai biomarker untuk paparan benzena pada manusia. Pada pekerja industri, konsentrasi urin s-pma yang tinggi sebagai penanda terpaparnya pekerja tersebut yang dapat menimbulkan efek buruk bagi kesehatan.","Menetukan kadar S-PMA dalam urine, untuk menilai paparan benzen pada sesorang"
S,ST2,ST2 merupakan biomarker baru pada kondisi inflamasi dan penyakit kardiovaskular. ST2 adalah bagian dari family receptor interleukin-1 (IL-1) yang disekresikan oleh sel-sel otot jantung dalam kondisi stress mekanik. ,"sST2 merupakan marker prognostik yang sangat baik bagi pasien dengan kondisi klinis seperti gagal jantung kronis dan akut, dyspnea akut, sindrom koroner akut, dan nyeri dada. sST2 merupakan biomarker yang menjanjikan pada pasien dengan sindrom koroner akut dan gagal jantung."
S,Spirometri,"Pemeriksaan yang dilakukan untuk mengukur secara obyektif kapasitas/fungsi paru (ventilasi) dengan cara mengukur kecepatan perubahan volume udara di paru-paru selama pernafasan normal dan pernafasan yang dipaksakan, kemudian Nilai yang didapat dibandingkan terhadap nilai normal dari nilai prediksi berdasarkan usia, tinggi badan dan jenis kelamin.","1. Dapat mendeteksi kapasitas paru
2. Mengetahui adanya perubahan fisiologis paru
3. Mengetahui kemajuan terapi
4. Mengetahui derajat kecacatan
"
S,Soluble Liver Antigen (SLA) Autoabs,"Soluble Liver Antigen (SLA) antibodi terdeteksi pada 10-30% pasien dengan autoimmune hepatitis (AIH) tipe 1, namun tidak ditemukan pada AIH tipe 2, PSC maupun PBC","-Membantu diagnosis Autoimmune Hepatitis
-Membedakan Autoimmune Hepatitis tipe 1 dan tipe 2"
S,Small-Dense-LDL,"Small dense LDL merupakan partikel LDL yang berukuran kecil yaitu < 25,5 nm dan padat sehingga bersifat lebih aterogenik, karena lebih mudah masuk ke lapisan dalam pembuluh darah dan akan bertahan lama di dalam sirkulasi darah sebab sukar dikenali oleh reseptor LDL. Small dense LDL yang terperangkap tersebut mudah teroksidasi oleh radikal bebas dan akan membentuk LDL teroksidasi yang merupakan cikal bakal terjadinya aterosklerosis. Keberadaan small dense LDL ini berkaitan dengan peningkatan konsentrasi trigliserida dan Apo B, serta penurunan konsentrasi HDL; dapat diketahui dengan pengukuran rasio kolesterol LDL direk / Apo B < 1,2.",Memprediksi faktor risiko penyakit jantung koroner dan stroke.
S,Small Dense LDL,"Small dense LDL merupakan partikel LDL yang berukuran kecil yaitu < 25,5 nm dan padat sehingga bersifat lebih aterogenik, karena lebih mudah masuk ke lapisan dalam pembuluh darah dan akan bertahan lama di dalam sirkulasi darah sebab sukar dikenali oleh reseptor LDL. Small dense LDL yang terperangkap tersebut mudah teroksidasi oleh radikal bebas dan akan membentuk LDL teroksidasi yang merupakan cikal bakal terjadinya aterosklerosis. Keberadaan small dense LDL ini berkaitan dengan peningkatan konsentrasi trigliserida dan Apo B, serta penurunan konsentrasi HDL; dapat diketahui dengan pengukuran rasio kolesterol LDL direk / Apo B < 1,2.",Memprediksi faktor risiko penyakit jantung koroner dan stroke.
S,Sjogren's Antibody (SS-A),"Sjogren's Antibody (SS-A) terdeteksi pada 40-50% pasien Sjogren's Syndrome, sedangkan Sjogren's Antibody (SS-B) terdeteksi pada sekitar 15% pasien Sjogren's Syndrome. Sjogren's Antibody (SS-B) hanya terdeteksi jika Sjogren's Antibody (SS-A) ditemukan. ",Membantu diagnosis Sjogren's Syndrome.
S,Sitologi Sputum,Sitologi spesimen cairan dari pasien dapat menjadi alat penting untuk diagnosis cepat yang diperlukan untuk memulai terapi yang tepat waktu dan tepat.,Membantu memperkirakan keberadaan sel-sel ganas dalam spesimen cairan sputum.
S,Sjogren's Antibody (SS-B),"SS-B / La terdiri dari protein 48-kD yang dikombinasikan dengan spesies RNA. Antibodi SS-B / La ditemukan terutama pada pasien dengan sindrom Sjogren atau LE, di mana mereka terjadi dengan frekuensi sekitar 60% dan 15%, masing-masing. (1,2) Antibodi SS-B / La jarang terjadi hanya jika tidak ada antibodi SS-A / Ro.","Mengevaluasi pasien dengan tanda dan gejala penyakit jaringan ikat di mana tes untuk antibodi antinuklear adalah positif, terutama mereka dengan tanda dan gejala yang konsisten dengan sindrom Sjogren atau lupus erythematosus"
S,Sm (Smith) IgG Autoantibodies,Smith antibodi merupakan biomarker yang sangat spesifik untuk diagnosisi SLE. Antibodi ini ditemukan pada sekitar 20% pasien SLE. ,Membantu diagnosis SLE
S,Six Minutes Walking Test (6MWT),,Silahkan cek email anda untuk mendapatkan kata sandi baru
S,Sitologi urine,Sitologi spesimen cairan dari pasien dapat menjadi alat penting untuk diagnosis cepat yang diperlukan untuk memulai terapi yang tepat waktu dan tepat.,Membantu memperkirakan keberadaan sel-sel ganas dalam spesimen cairan urin.
S,Sm Antibody,Smith antibodi merupakan biomarker yang sangat spesifik untuk diagnosisi SLE. Antibodi ini ditemukan pada sekitar 20% pasien SLE.,Membantu diagnosis SLE
S,Sitologi Sikatan bronkus,Sitologi spesimen cairan dari pasien dapat menjadi alat penting untuk diagnosis cepat yang diperlukan untuk memulai terapi yang tepat waktu dan tepat.,Membantu memperkirakan keberadaan sel-sel ganas dalam spesimen cairan bronkus.
S,Sitologi Serviks Berbasis Cairan (SSBC),"Pemeriksaan sitologi berbasis cairan adalah pemeriksaan untuk skrining kanker serviks atau leher rahim, tujuannya untuk melihat bentuk sel sel leher rahim, sampel yang diambil sama dengan Pap smear yaitu diambil dari sel sel leher rahim","Untuk memperbaiki hasil pemeriksaan sitologi konvensional-Pap smear maka dikembangkan metode pemeriksaan sitologi serviks berbasis cairan.  Pemeriksaan sitologi berbasis cairan dengan menggunakan slide processor menghasilkan preparat yang tipis merata sehingga meminimalkan penumpukan sel. Selain itu, adanya proses filtrasi memungkinkan  untuk meminimalkan adanya interferensi terutama oleh darah dan mucus. Dalam hal ini kualitas slide hasil sitologi serviks berbasis cairan meningkat sehingga menurunkan angka unsatisfactory specimen.  Sensitivitas pemeriksaan sitologi serviks berbasis cairan dalam mendeteksi Low-grade Squamous Intraepithelial Lesion (LSIL) dan High-grade Squamous Intraepithelial Lesion (HSIL) lebih tinggi 41.8% daripada Pap smear."
S,Sitologi Serviks Berbasis Cairan,"Pemeriksaan sitologi berbasis cairan adalah pemeriksaan untuk skrining kanker serviks atau leher rahim, tujuannya untuk melihat bentuk sel sel leher rahim, sampel yang diambil sama dengan Pap smear yaitu diambil dari sel sel leher rahim","Untuk memperbaiki hasil pemeriksaan sitologi konvensional-Pap smear maka dikembangkan metode pemeriksaan sitologi serviks berbasis cairan.  Pemeriksaan sitologi berbasis cairan dengan menggunakan slide processor menghasilkan preparat yang tipis merata sehingga meminimalkan penumpukan sel. Selain itu, adanya proses filtrasi memungkinkan  untuk meminimalkan adanya interferensi terutama oleh darah dan mucus. Dalam hal ini kualitas slide hasil sitologi serviks berbasis cairan meningkat sehingga menurunkan angka unsatisfactory specimen.  Sensitivitas pemeriksaan sitologi serviks berbasis cairan dalam mendeteksi Low-grade Squamous Intraepithelial Lesion (LSIL) dan High-grade Squamous Intraepithelial Lesion (HSIL) lebih tinggi 41.8% daripada Pap smear."
